kind	byte_status	source_entry	source_class	source_observation	source_delta	source_shape	target_entry	target_class	semantic_gap_class	span_len	known_footprint_len	known_footprint_source	unresolved_tail_len	static_ip_advance_site	top_prefix_variants	top_tail_variants	tail_u16_candidates	events	unique_start_ips	unique_end_ips	byte_variants	terminal_blocks	terminal_events	top_targets	terminal_target_entries	top_deltas	byte_layout	top_byte_variants	source_state_ir	source_dispatch_ir	source_ip_ir	source_long_ir	source_sampled_ir
hidden_span	hidden_span_of_22	75	sampled_only	sampled_backedge	-0x6d	sampled	168	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		d41b9f4afeb5:17:a5000000300000003d0122	d10d63b85cac:17:67b79d01fc8313003d0180	17:+0x6:19,+0x8:317	17	1	1	1	0	0	168:17		+0x16:17	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x67;b12=0xb7;b13=0x9d;b14=0x01;b15=0xfc;...6 omitted	75279989f0c8:17:a5000000300000003d012267b79d01fc8313003d0180				255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60	
hidden_span	hidden_span_of_17	78	affine_dispatch_fallback	exact	+0xd	CCCCCCCCCCCCC	165	static_validated	known_prefix_plus_tail	0x11	0xd	exact_shape	0x4		e5da2886631c:11:4c90bfd11d1725f3da36008000;ed10bdbc8b78:5:206105e4180518cf3b33008000	2c3b78dca0ce:16:e801a500	16:+0x2:165*	16	2	2	2	2	16	165:16	78:16	+0x11:16	b0=enum2(0x4c:11,0x20:5);b1=enum2(0x90:11,0x61:5);b2=enum2(0xbf:11,0x05:5);b3=enum2(0xd1:11,0xe4:5);b4=enum2(0x1d:11,0x18:5);b5=enum2(0x17:11,0x05:5);b6=enum2(0x25:11,0x18:5);b7=enum2(0xf3:11,0xcf:5);b8=enum2(0xda:11,0x3b:5);b9=enum2(0x36:11,0x33:5);b10=0x00;b11=0x80;b12=0x00;b13=0xe8;b14=0x01;b15=0xa5;...1 omitted	252b12084f7b:11:4c90bfd11d1725f3da36008000e801a500;adc5a09b9429:5:206105e4180518cf3b33008000e801a500	0x88668: state sub= state0 - flags0 ^ 0xc7e744f ^ 0x623ccce4 | 0x88675: state and= state0 - flags0 ^ 0xc7e744f ^ 0x623ccce4 & 0xd4da920 | 0x8869c: state or= state0 - flags0 ^ 0x...	1=(mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x623ccce4)))) & 0xd4da920)) | (mask32((mask32(flags0 ^...	1=0x5		
hidden_span	hidden_span_of_14	278	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		8ef163ad1bed:3:b4ab36008000c9d74800;ce47d78d72ec:2:d3bf2400800010034c00;9627364eb5b6:2:90cb24008000c00f4b00;20a71e60762e:1:ce3912008000c0ae0200;db556c4a08ea:1:6b4012008000100b0200;895869bf088c:1:714233008000300b0200	3bfb9d72dde2:8:6201e801;b12ac48450d5:7:e8016201	8:+0x0:354*;7:+0x2:354*	15	11	11	11	11	15	354:15	278:15	+0xe:15	b0=enum3(0xb4:3,0xd3:2,0x90:2);b1=enum3(0xab:3,0xbf:2,0xcb:2);b2=enum3(0x24:4,0x12:3,0x36:3);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x10:3,0xc0:3,0xc9:3);b7=enum3(0xd7:3,0x03:2,0x0f:2);b8=enum3(0x02:4,0x48:3,0x4c:2);b9=0x00;b10=enum2(0x62:8,0xe8:7);b11=0x01;b12=enum2(0xe8:8,0x62:7);b13=0x01	f6b5d613bd31:3:b4ab36008000c9d748006201e801;28b0145eed73:2:d3bf2400800010034c00e8016201;8b7da52b8369:2:90cb24008000c00f4b00e8016201;c7fd755ad849:1:ce3912008000c0ae0200e8016201;97820361c850:1:6b4012008000100b0200e8016201;f6c4f7c3a526:1:714233008000300b02006201e801	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5		1=sampled operand footprint 0xa, observed target table[323], delta +0x221770 | 1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba
hidden_span	hidden_span_of_17	69	partial	exact	+0xd	CCCCCCCCCCCCC	171	static_validated	known_prefix_plus_tail	0x11	0xd	exact_shape	0x4		87cb4fab78ec:9:ca6c3d5e33ae7740eb33008000;57262664d475:3:f925247ee1a8623da236008000;d7241459dd78:2:120bfc05e4d8611cf431008000;b36c24cf001c:1:00ccb947a5047cb4610d008000	2c1b3e824c9e:13:ab00e801;84058bb8e996:2:e801ab00	13:+0x0:171*;2:+0x2:171*	15	4	4	4	4	15	171:15	69:15	+0x11:15	b0=enum3(0xca:9,0xf9:3,0x12:2);b1=enum3(0x6c:9,0x25:3,0x0b:2);b2=enum3(0x3d:9,0x24:3,0xfc:2);b3=enum3(0x5e:9,0x7e:3,0x05:2);b4=enum3(0x33:9,0xe1:3,0xe4:2);b5=enum3(0xae:9,0xa8:3,0xd8:2);b6=enum3(0x77:9,0x62:3,0x61:2);b7=enum3(0x40:9,0x3d:3,0x1c:2);b8=enum3(0xeb:9,0xa2:3,0xf4:2);b9=enum3(0x33:9,0x36:3,0x31:2);b10=0x00;b11=0x80;b12=0x00;b13=enum2(0xab:13,0xe8:2);b14=enum2(0x00:13,0x01:2);b15=enum2(0xe8:13,0xab:2);...1 omitted	df4efd0bfb4e:9:ca6c3d5e33ae7740eb33008000ab00e801;7688b0b74f64:3:f925247ee1a8623da236008000ab00e801;2362fbdea55a:2:120bfc05e4d8611cf431008000e801ab00;9ede490613a2:1:00ccb947a5047cb4610d008000ab00e801	0x86154: state xor= state0 ^ flags0 | 0x86221: state xor= state0 ^ flags0 ^ flags0 | 0x86572: state sub= state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0...				
hidden_span	hidden_span_of_14	95	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		66a5dde670c8:2:1fc124008000e0f94b00;b1b0f75ed4be:2:84c22400800070624b00;bc94563570e6:2:a7c724008000a01c4b00;094fe36989ea:1:863c12008000b0500200;328a0aa0b441:1:656a0d008000b6290700;0437a1f77296:1:d9433300800000ff0100	3bfb9d72dde2:10:6201e801;b12ac48450d5:4:e8016201	10:+0x0:354*;4:+0x2:354*	14	11	11	11	11	14	354:14	95:14	+0xe:14	b0=enum3(0xa7:3,0x1f:2,0x84:2);b1=enum3(0xc1:2,0xc2:2,0xc7:2);b2=enum3(0x24:6,0x33:2,0x36:2);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xe0:2,0x70:2,0xa0:2);b7=enum3(0xf9:2,0x62:2,0x1c:2);b8=enum3(0x4b:6,0x02:3,0x07:3);b9=0x00;b10=enum2(0x62:10,0xe8:4);b11=0x01;b12=enum2(0xe8:10,0x62:4);b13=0x01	3f111b979b94:2:1fc124008000e0f94b006201e801;09936450c9c4:2:84c22400800070624b006201e801;e56dd2fda9bc:2:a7c724008000a01c4b006201e801;c3f8a6b53dcf:1:863c12008000b05002006201e801;348607bd7540:1:656a0d008000b6290700e8016201;1a074bdd64b0:1:d9433300800000ff0100e8016201	0x8c595: state xor= state0 ^ u16_4 + 0x1f18e1aa	92=(mask32(u16_4 + 0x1f18e1aa)) & 0xffff	92=0x8		2=sampled operand footprint 0xa, observed target table[86], delta +0x2341b | 1=sampled operand footprint 0xa, observed target table[42], delta +0x1d02e
hidden_span	hidden_span_of_22	145	sampled_only	sampled_long_or_sparse	+0x139	sampled	215	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		5ebae721d161:14:62010000300000003d0122	824afd195da9:14:4007809d01b4c43d011300	14:+0x7:317,+0x9:19	14	1	1	1	0	0	215:14		+0x16:14	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x40;b12=0x07;b13=0x80;b14=0x9d;b15=0x01;...6 omitted	ef0c216ba814:14:62010000300000003d01224007809d01b4c43d011300				125=next = table[354], ip += 0x139 | 4=next = table[165], ip += 0xbec	
hidden_span	hidden_span_of_14	356	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		e895486b2c96:3:84aa3600800038820700;66f985421826:3:23e63600800038820700;0149c172f091:1:c835120080001c600300;dcd7ae532161:1:466f0d008000ce290700;941a459a6676:1:313d3300800080090200;bbe07b9c3283:1:27ae33008000300b0200	b12ac48450d5:7:e8016201;3bfb9d72dde2:6:6201e801	7:+0x2:354*;6:+0x0:354*	13	9	9	9	9	13	354:13	356:13	+0xe:13	b0=enum3(0x84:3,0x23:3,0xc8:1);b1=enum3(0xaa:3,0xe6:3,0x35:1);b2=enum3(0x36:7,0x12:2,0x33:2);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x38:6,0x1c:1,0xce:1);b7=enum3(0x82:6,0x60:1,0x29:1);b8=enum3(0x07:8,0x02:3,0x03:1);b9=0x00;b10=enum2(0xe8:7,0x62:6);b11=0x01;b12=enum2(0x62:7,0xe8:6);b13=0x01	2de65cdda30b:3:84aa36008000388207006201e801;f5f6e3aa1ae2:3:23e63600800038820700e8016201;fe4bc9c0a94a:1:c835120080001c600300e8016201;0ffde9178cf9:1:466f0d008000ce290700e8016201;79aaff35bef0:1:313d3300800080090200e8016201;14c6f50f1a86:1:27ae33008000300b02006201e801	0xc2a0d: state xor= state0 ^ flags0	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	116=0x5		
hidden_span	hidden_span_of_22	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	199	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		d41b9f4afeb5:13:a5000000300000003d0122	4708b41e1754:13:300213003d019d0180c00c	13:+0x2:19,+0x4:317	13	1	1	1	0	0	199:13		+0x16:13	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x30;b12=0x02;b13=0x13;b14=0x00;b15=0x3d;...6 omitted	2fa7a2aea466:13:a5000000300000003d0122300213003d019d0180c00c				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_14	264	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		b77e16cb6318:4:4b140d00800027fb4800;e69275e52e17:1:82b80d008000e0520200;4fa0d3a60f6f:1:960932008000ff4d0200;ec4ad0c861b6:1:e7e83600800080fd0100;b872267c0776:1:58b017008000385b0300;c16db35a4b90:1:c0bd170080008e500200	b12ac48450d5:8:e8016201;3bfb9d72dde2:4:6201e801	8:+0x2:354*;4:+0x0:354*	12	9	9	9	9	12	354:12	264:12	+0xe:12	b0=enum3(0x4b:4,0x82:1,0x96:1);b1=enum3(0x14:4,0xb8:1,0x09:1);b2=enum3(0x0d:5,0x17:4,0x32:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x27:4,0xc6:2,0xe0:1);b7=enum3(0xfb:4,0x5d:2,0x52:1);b8=enum3(0x48:4,0x03:4,0x02:3);b9=0x00;b10=enum2(0xe8:8,0x62:4);b11=0x01;b12=enum2(0x62:8,0xe8:4);b13=0x01	ebe09afc3eea:4:4b140d00800027fb4800e8016201;1b6afe4cf059:1:82b80d008000e0520200e8016201;e4d4ec66ee3d:1:960932008000ff4d0200e8016201;a5acf13ff6db:1:e7e83600800080fd01006201e801;5b655c80fae3:1:58b017008000385b0300e8016201;55a099f45147:1:c0bd170080008e5002006201e801	0xaf88c: state and= state0 & u16_8 + state0 - 0x6fba3362	49=(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff	49=0x22		
hidden_span	hidden_span_of_14	95	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		caee13b0dcaa:2:c4c324008000b08d4c00;05b69ec3dc42:2:8ecc24008000c00f4b00;273162f9c14d:2:2bcf24008000ce290700;beea1242f1bd:1:0f4133008000ff4d0200;19410a0a204e:1:5aa83300800080090200;b8d42fa11af4:1:7f4812008000e0bd4800	2c1b3e824c9e:9:ab00e801;84058bb8e996:2:e801ab00	9:+0x0:171*;2:+0x2:171*	11	8	8	8	8	11	171:11	95:11	+0xe:11	b0=enum3(0xc4:2,0x8e:2,0x2b:2);b1=enum3(0xc3:2,0xcc:2,0xcf:2);b2=enum3(0x24:6,0x33:2,0x12:2);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xb0:2,0xc0:2,0xce:2);b7=enum3(0x8d:2,0x0f:2,0x29:2);b8=enum3(0x4c:2,0x4b:2,0x07:2);b9=0x00;b10=enum2(0xab:9,0xe8:2);b11=enum2(0x00:9,0x01:2);b12=enum2(0xe8:9,0xab:2);b13=enum2(0x01:9,0x00:2)	4ebc077bf792:2:c4c324008000b08d4c00ab00e801;a15e038d46ed:2:8ecc24008000c00f4b00ab00e801;ffa1258bd3e9:2:2bcf24008000ce290700ab00e801;1ab7bf6f5649:1:0f4133008000ff4d0200ab00e801;d0956f7ce2fa:1:5aa83300800080090200ab00e801;4a68470967f5:1:7f4812008000e0bd4800e801ab00	0x8c595: state xor= state0 ^ u16_4 + 0x1f18e1aa	92=(mask32(u16_4 + 0x1f18e1aa)) & 0xffff	92=0x8		2=sampled operand footprint 0xa, observed target table[86], delta +0x2341b | 1=sampled operand footprint 0xa, observed target table[42], delta +0x1d02e
hidden_span	hidden_span_of_14	278	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		499aa439353e:2:f1cd24008000a00f4b00;ffb2144784e0:1:7430120080001c600300;dbc78eddcdc0:1:803812008000c0ae0200;753147855c70:1:a4670d0080000e180200;edb83f2f0b63:1:6bf53100800060510700;6ca30c8ae4e4:1:7cae36008000ff4d0200	2c1b3e824c9e:8:ab00e801;84058bb8e996:2:e801ab00	8:+0x0:171*;2:+0x2:171*	10	9	9	9	9	10	171:10	278:10	+0xe:10	b0=enum3(0xf1:2,0x74:1,0x80:1);b1=enum3(0xcd:2,0x30:1,0x38:1);b2=enum3(0x12:3,0x24:2,0x0d:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xa0:2,0x1c:1,0xc0:1);b7=enum3(0x0f:2,0x60:1,0xae:1);b8=enum3(0x07:4,0x02:3,0x4b:2);b9=0x00;b10=enum2(0xab:8,0xe8:2);b11=enum2(0x00:8,0x01:2);b12=enum2(0xe8:8,0xab:2);b13=enum2(0x01:8,0x00:2)	607c0a0c1c71:2:f1cd24008000a00f4b00ab00e801;28d1f7517a8a:1:7430120080001c600300ab00e801;e1b0c032cef7:1:803812008000c0ae0200ab00e801;ffe3b46e0588:1:a4670d0080000e180200e801ab00;e56d91883fd3:1:6bf53100800060510700ab00e801;659587f1eaa6:1:7cae36008000ff4d0200e801ab00	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5		1=sampled operand footprint 0xa, observed target table[323], delta +0x221770 | 1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba
target_footprint	target_footprint_of_6	195	sampled_operand_lifted	sampled_backedge	-0x2306	sampled			operand_footprint_only	0x6	0x6	sampled_operand	0x0		d656c9e79fbb:1:7b4d04008000;eff4c7ef30b2:1:1e1e02008000;462ad6d8d726:1:d43002008000;3ce4e785c132:1:fe2203008000;86273e7d23d6:1:d84807008000;fdf6cfbfe1af:1:884f07008000	:10:		10	10	10	10	10	10		195:10	+0x6:10	b0=enum3(0x7b:1,0x1e:1,0xd4:1);b1=enum3(0x4d:1,0x1e:1,0x30:1);b2=enum3(0x07:4,0x02:2,0x03:2);b3=0x00;b4=0x80;b5=0x00	d656c9e79fbb:1:7b4d04008000;eff4c7ef30b2:1:1e1e02008000;462ad6d8d726:1:d43002008000;3ce4e785c132:1:fe2203008000;86273e7d23d6:1:d84807008000;fdf6cfbfe1af:1:884f07008000	0x9fbd7: state or= state0 | 0x52e5924a | 0x9fe36: state add= state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 ...				1=sampled operand footprint 0x6, observed target table[310], delta -0x542a | 1=sampled operand footprint 0x6, observed target table[310], delta -0x8c8e
hidden_span	hidden_span_of_22	145	sampled_only	sampled_long_or_sparse	+0x139	sampled	189	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		5ebae721d161:10:62010000300000003d0122	050dee213c85:10:4007809d01e4c33d011300	10:+0x7:317,+0x9:19	10	1	1	1	0	0	189:10		+0x16:10	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x40;b12=0x07;b13=0x80;b14=0x9d;b15=0x01;...6 omitted	dbb4ccd1a08c:10:62010000300000003d01224007809d01e4c33d011300				125=next = table[354], ip += 0x139 | 4=next = table[165], ip += 0xbec	
hidden_span	hidden_span_of_22	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	185	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		9791338fad96:10:ab000000300000003d0122	a2aacba60b6f:10:b07513003d019d0180309b	10:+0x2:19,+0x4:317	10	1	1	1	0	0	185:10		+0x16:10	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0xb0;b12=0x75;b13=0x13;b14=0x00;b15=0x3d;...6 omitted	c410733b3841:10:ab000000300000003d0122b07513003d019d0180309b				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_17	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	199	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		4c6c4675309d:10:62010000880200003d0100	2ca62a5469d1:10:a202828596ff		10	1	1	1	0	0	199:10		+0x11:10	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0xa2;b12=0x02;b13=0x82;b14=0x85;b15=0x96;...1 omitted	020fa4a38852:10:62010000880200003d0100a202828596ff				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_22	316	sampled_only	sampled_backedge	-0x3c4	sampled	199	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		5ebae721d161:10:62010000300000003d0122	88616ce35928:10:d64e803d015f9d9d011300	10:+0x3:317,+0x9:19	10	1	1	1	0	0	199:10		+0x16:10	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0xd6;b12=0x4e;b13=0x80;b14=0x3d;b15=0x01;...6 omitted	88fc10883cf3:10:62010000300000003d0122d64e803d015f9d9d011300				255=next = table[165], ip -= 0x3c4 | 91=next = table[171], ip += 0x2d	
hidden_span	hidden_span_of_17	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	196	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		4c6c4675309d:9:62010000880200003d0100	187975cfe3d7:9:73cfb6a5e24f		9	1	1	1	0	0	196:9		+0x11:9	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x73;b12=0xcf;b13=0xb6;b14=0xa5;b15=0xe2;...1 omitted	baae74eb877c:9:62010000880200003d010073cfb6a5e24f				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	18	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		04e866441a75:9:a5000000920700003d0122	bfd62c8eb648:9:7a7b450eef00	9:+0x4:239	9	1	1	1	0	0	18:9		+0x11:9	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x92;b5=0x07;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x7a;b12=0x7b;b13=0x45;b14=0x0e;b15=0xef;...1 omitted	c5e8c81b62fb:9:a5000000920700003d01227a7b450eef00				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_14	311	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		c19a4991f35e:2:ecc424008000e0824b00;f1b31a57d366:1:642f120080001c600300;403ada67e95b:1:26463300800080fd0100;1652ba674789:1:e9a33600800058830700;20551bc989ee:1:dbda1e00800018500200;c69076ad7458:1:18631a0080003cc30200	3bfb9d72dde2:5:6201e801;b12ac48450d5:3:e8016201	5:+0x0:354*;3:+0x2:354*	8	7	7	7	7	8	354:8	311:8	+0xe:8	b0=enum3(0xec:2,0x64:1,0x26:1);b1=enum3(0xc4:2,0x2f:1,0x46:1);b2=enum3(0x24:2,0x1a:2,0x12:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xe0:2,0x1c:1,0x80:1);b7=enum3(0x82:2,0x60:1,0xfd:1);b8=enum3(0x4b:2,0x01:2,0x02:2);b9=0x00;b10=enum2(0x62:5,0xe8:3);b11=0x01;b12=enum2(0xe8:5,0x62:3);b13=0x01	447e670e8d1d:2:ecc424008000e0824b006201e801;23e4a3b15a92:1:642f120080001c6003006201e801;58d1b31c5b75:1:26463300800080fd01006201e801;25b9544d9624:1:e9a33600800058830700e8016201;3e1e34ddb9fb:1:dbda1e008000185002006201e801;26ab6086aaa3:1:18631a0080003cc30200e8016201	0xb87ef: state sub= state0 - 0x1889c111 | 0xb8997: state sub= state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 | 0xb8ae7: state sub= sta...	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e...	67=0x5		1=sampled operand footprint 0xa, observed target table[42], delta +0x169eb | 1=sampled operand footprint 0xa, observed target table[42], delta -0x34ced
hidden_span	hidden_span_of_14	216	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		a638e3dc8130:4:1da936008000b6510700;f657fa49e7fd:1:9a3d12008000ca610300;7f2fd51cb73f:1:9a4733008000ff4d0200;cd511dba6ab6:1:cfe036008000300b0200	2c3b78dca0ce:5:e801a500;e9e51cfc7d31:2:a500e801	5:+0x2:165*;2:+0x0:165*	7	4	4	4	4	7	165:7	216:7	+0xe:7	b0=enum3(0x1d:4,0x9a:2,0xcf:1);b1=enum3(0xa9:4,0x3d:1,0x47:1);b2=enum3(0x36:5,0x12:1,0x33:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xb6:4,0xca:1,0xff:1);b7=enum3(0x51:4,0x61:1,0x4d:1);b8=enum3(0x07:4,0x02:2,0x03:1);b9=0x00;b10=enum2(0xe8:5,0xa5:2);b11=enum2(0x01:5,0x00:2);b12=enum2(0xa5:5,0xe8:2);b13=enum2(0x00:5,0x01:2)	4ae53e8b3db8:4:1da936008000b6510700e801a500;746d03114f57:1:9a3d12008000ca610300e801a500;f33538951535:1:9a4733008000ff4d0200a500e801;aa30e942fb3b:1:cfe036008000300b0200a500e801	0xa4b33: state xor= state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5		
hidden_span	hidden_span_of_14	278	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		02317bd33d4b:1:233712008000c0ae0200;639d95b27930:1:3ab70d00800022510200;d7080d2454e9:1:2af8310080006c510700;5cc37e5686ff:1:9ebc17008000ce290700;57edf2012256:1:8cd91e0080006c210700;c1885fd1131f:1:37dc1e008000c05d0300	e9e51cfc7d31:5:a500e801;2c3b78dca0ce:2:e801a500	5:+0x0:165*;2:+0x2:165*	7	7	7	7	7	7	165:7	278:7	+0xe:7	b0=enum3(0x23:1,0x3a:1,0x2a:1);b1=enum3(0x37:1,0xb7:1,0xf8:1);b2=enum3(0x1e:2,0x12:1,0x0d:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xc0:2,0x6c:2,0x22:1);b7=enum3(0x51:2,0xae:1,0x29:1);b8=enum3(0x02:3,0x07:3,0x03:1);b9=0x00;b10=enum2(0xa5:5,0xe8:2);b11=enum2(0x00:5,0x01:2);b12=enum2(0xe8:5,0xa5:2);b13=enum2(0x01:5,0x00:2)	66878ab902be:1:233712008000c0ae0200e801a500;e45358b11323:1:3ab70d00800022510200a500e801;65affa9bae15:1:2af8310080006c510700a500e801;8aeea7a9293e:1:9ebc17008000ce290700a500e801;66681bba71e6:1:8cd91e0080006c210700a500e801;a78589f07e93:1:37dc1e008000c05d0300a500e801	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5		1=sampled operand footprint 0xa, observed target table[323], delta +0x221770 | 1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba
