observation	delta	shape	constant_bytes	skeleton_hash	events	entries	top_entries	top_targets	top_ops	skeleton
exact	+0x5	VVCCV	b2=0x3d,b3=0x01	747719a0099b2aa5	2338	1	192@0x9f00a:2338	198@0xa037e:509,257@0xadbfd:419,108@0x8f24b:383,256@0xad849:324,144@0x95887:318,173@0x9ba74:181	RF+0x170/4:7,RF+0x0/8:7,RF+0x23/4:6,WF+0x23/4:5,WF+0x170/4:4,RF+0x194/1:4	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	CCVV	b0=0xe8,b1=0x01	317b76e6900e9262	2325	1	183@0x9d495:2325	114@0x90319:323,297@0xb64d7:232,215@0xa4609:140,333@0xbd8af:137,337@0xbec0e:136,18@0x7be9b:123	WF+0x170/4:3,RF+0xa/8:2,RF+0x23/4:2,WF+0x23/4:2,RF+0x0/8:1,IPADV+0x0:1	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVCC	b2=0xe8,b3=0x01	19a61ea4ad71aa26	2251	1	91@0x8b6de:2251	340@0xbf435:205,258@0xadf2c:201,337@0xbec0e:180,220@0xa522e:171,199@0xa0631:144,347@0xc088d:138	RF+0x170/4:3,RF+0xa/8:2,RF+0x71/8:2,RF+0x81/8:1,IPADV+0x2:1,RIP+0x2/2:1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	4411160a363bc714	2198	1	121@0x91379:2198	307@0xb8064:350,180@0x9cf32:244,114@0x90319:190,91@0x8b6de:171,196@0x9fbcd:117,66@0x855ff:117	RF+0x170/4:4,RF+0x71/8:3,WF+0x170/4:3,RF+0x23/4:2,RF+0x194/1:2,RF+0xa/8:2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	VVVVVV	-	6e746d60d849aca0	2190	1	140@0x94e5a:2190	64@0x85059:260,189@0x9e7af:224,185@0x9d964:208,347@0xc088d:189,37@0x80685:132,17@0x7bae9:125	WF+0x23/4:7,RF+0x23/4:5,RF+0x170/4:4,RF+0x81/8:3,RF+0x0/8:2,RF+0x194/1:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VCCVV	b1=0x3d,b2=0x01	811e21bfce13a2d6	2080	1	320@0xbada5:2080	173@0x9ba74:379,198@0xa037e:371,256@0xad849:314,160@0x994cf:243,257@0xadbfd:234,352@0xc1ec4:226	RF+0x0/8:5,RF+0x170/4:4,RF+0xa/8:4,RF+0x194/1:3,WF+0x170/4:3,RF+0x60/8:2	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	78d825f46447db25	2035	1	37@0x80685:2035	160@0x994cf:437,257@0xadbfd:427,256@0xad849:373,144@0x95887:276,352@0xc1ec4:163,108@0x8f24b:159	RF+0x81/8:8,RF+0x0/8:5,RF+0x194/1:4,RF+0x170/4:4,WF+0x23/4:4,WF+0x170/4:3	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	VVVVVV	-	b6ead3c0e8138660	1984	1	253@0xacfb1:1984	297@0xb64d7:269,199@0xa0631:208,337@0xbec0e:194,28@0x7e390:173,17@0x7bae9:151,340@0xbf435:125	RF+0x81/8:7,WF+0x170/4:6,RF+0x170/4:3,RF+0x23/4:3,RF+0x0/8:2,RF+0xa/8:2	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	VVVVVV	-	e6f69a7aff9e25d5	1882	1	345@0xc02e4:1882	52@0x833c7:345,196@0x9fbcd:333,172@0x9b68a:109,189@0x9e7af:104,37@0x80685:98,192@0x9f00a:85	RF+0x170/4:3,WF+0x23/4:3,RF+0xa/8:2,RF+0x81/8:2,RF+0x23/4:2,WF+0x170/4:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CCVVV	b0=0x3d,b1=0x01	ef590697b9125e58	1850	1	319@0xba72f:1850	173@0x9ba74:559,257@0xadbfd:324,144@0x95887:250,108@0x8f24b:207,198@0xa037e:186,160@0x994cf:161	RF+0x23/4:6,WF+0x23/4:6,RF+0x170/4:5,WF+0x170/4:5,RF+0x0/8:4,RF+0x71/8:4	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVCC	b2=0xe8,b3=0x01	32034609986144a5	1848	1	180@0x9cf32:1848	168@0x9aa83:355,79@0x885b0:232,337@0xbec0e:148,269@0xb045b:134,157@0x98a9a:129,297@0xb64d7:117	RF+0xa/8:2,RF+0x81/8:2,WF+0x23/4:2,RF+0x194/1:1,IPADV+0x2:1,RIP+0x2/2:1	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	d439fce099df7950	1847	1	322@0xbb3c9:1847	91@0x8b6de:280,347@0xc088d:276,157@0x98a9a:257,183@0x9d495:172,337@0xbec0e:134,64@0x85059:98	RF+0x170/4:7,RF+0x0/8:5,WF+0x170/4:4,WF+0x23/4:3,RF+0xa/8:2,RF+0x23/4:2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CCVVC	b0=0xe8,b1=0x01,b4=0x10	23ae9031275f1981	1844	1	351@0xc1d48:1844	297@0xb64d7:256,258@0xadf2c:188,189@0x9e7af:185,172@0x9b68a:182,28@0x7e390:102,254@0xad32c:98	RF+0xa/8:3,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x2:1	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x2	VE	-	1ed31f5fa18fd576	1825	1	165@0x9a24c:1825	114@0x90319:356,333@0xbd8af:215,340@0xbf435:198,268@0xb0007:188,203@0xa1484:186,18@0x7be9b:159	RF+0x170/4:3,WF+0x170/4:2,RF+0x0/8:2,RF+0x71/8:2,RF+0x23/4:2,WF+0x23/4:1	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov
exact	+0x5	EVVVV	-	dec502a936cd0ca2	1809	2	128@0x9299b:1158,292@0xb540f:651	268@0xb0007:282,215@0xa4609:268,64@0x85059:262,185@0x9d964:259,3@0x78c77:71,350@0xc1926:64	WF+0x170/4:12,WF+0x23/4:9,RF+0x23/4:8,RF+0x81/8:6,RF+0xa/8:6,RF+0x170/4:5	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	EECC	b2=0xe8,b3=0x01	619c7eb6bef97657	1796	1	169@0x9af18:1796	171@0x9b4b3:756,354@0xc2241:658,165@0x9a24c:382	WF+0x170/4:2,RF+0x170/4:2,RF+0x0/8:2,RF+0xa/8:2,RF+0x194/1:1,WF+0x23/4:1	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	VVCCCC	b2=0x3d,b3=0x01,b4=0xe8,b5=0x01	4b867e8bf93e37d5	1752	1	338@0xbf128:1752	283@0xb3612:648,351@0xc1d48:582,295@0xb60e0:522	RF+0xa/8:3,RF+0x81/8:2,RF+0x194/1:1,IPADV+0x4:1,RIP+0x4/2:1,IPADV+0x2:1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	21bc6378a68e6b3f	1629	1	70@0x8610e:1629	108@0x8f24b:577,198@0xa037e:236,144@0x95887:215,256@0xad849:181,160@0x994cf:165,352@0xc1ec4:138	WF+0x23/4:6,RF+0x23/4:5,WF+0x170/4:5,RF+0x81/8:4,RF+0x170/4:4,RF+0x71/8:3	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	CCEE	b0=0xe8,b1=0x01	51497f6f408ca9ed	1614	1	310@0xb8556:1614	165@0x9a24c:666,354@0xc2241:566,171@0x9b4b3:382	WF+0x23/4:4,RF+0x194/1:2,RF+0x23/4:2,RF+0xa/8:2,RF+0x71/8:1,IPADV+0x0:1	IPADV+0x2;RIP+0x2/2:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	4dd852cba392f249	1537	1	237@0xa8e1f:1537	352@0xc1ec4:472,108@0x8f24b:350,144@0x95887:218,160@0x994cf:173,256@0xad849:150,257@0xadbfd:77	RF+0x81/8:4,RF+0x23/4:4,WF+0x170/4:4,RF+0x0/8:4,RF+0x170/4:3,WF+0x23/4:3	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	VVVVVV	-	b7c73a37b7c1fa15	1511	1	200@0xa0a9e:1511	297@0xb64d7:228,18@0x7be9b:138,199@0xa0631:111,185@0x9d964:108,333@0xbd8af:104,43@0x8173d:103	RF+0x23/4:7,WF+0x170/4:5,WF+0x23/4:5,RF+0x81/8:4,RF+0x194/1:2,RF+0x71/8:2	IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CCCVV	b0=0x10,b1=0xe8,b2=0x01	2b9b2e9ae4b84cda	1438	1	283@0xb3612:1438	333@0xbd8af:186,215@0xa4609:185,168@0x9aa83:184,258@0xadf2c:168,185@0x9d964:98,307@0xb8064:97	RF+0xa/8:3,IPADV+0x0:1,RIP+0x0/1:1,IPADV+0x1:1,RIP+0x1/2:1,IPADV+0x3:1	IPADV+0x3;RIP+0x3/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	CCCCVV	b0=0x3d,b1=0x01,b2=0xe8,b3=0x01	1be43866456d5cc8	1407	1	181@0x9d13f:1407	215@0xa4609:256,189@0x9e7af:189,297@0xb64d7:120,337@0xbec0e:108,347@0xc088d:100,340@0xbf435:98	RF+0xa/8:3,IPADV+0x2:1,IPADV+0x0:1,RIP+0x0/2:1,RIP+0x2/2:1,RF+0x10f/8:1	IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	EVVVV	-	6b0525b8799effa7	1315	2	179@0x9ca8d:737,146@0x96407:578	258@0xadf2c:186,99@0x8c99a:131,337@0xbec0e:117,268@0xb0007:106,43@0x8173d:103,172@0x9b68a:98	WF+0x170/4:9,RF+0x23/4:6,RF+0x170/4:6,RF+0xa/8:6,WF+0x23/4:5,RF+0x81/8:5	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	59a9295bc3380708	1103	1	52@0x833c7:1103	316@0xb987b:335,75@0x873fc:297,145@0x95b5c:156,196@0x9fbcd:91,64@0x85059:67,334@0xbdd18:63	RF+0xa/8:4,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,RF+0x71/8:2,TDYN:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;TDYN;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	CCVECC	b0=0xe8,b1=0x01,b4=0x3d,b5=0x01	833706270d29335c	1074	1	261@0xaeda2:1074	114@0x90319:215,297@0xb64d7:189,347@0xc088d:184,18@0x7be9b:110,337@0xbec0e:101,215@0xa4609:95	RF+0xa/8:3,IPADV+0x4:1,RIP+0x4/2:1,RF+0x81/8:1,IPADV+0x0:1,RIP+0x0/2:1	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CCVVC	b0=0xe8,b1=0x01,b4=0x10	b9418f3062543231	979	1	295@0xb60e0:979	258@0xadf2c:218,28@0x7e390:184,66@0x855ff:183,64@0x85059:100,43@0x8173d:97,157@0x98a9a:92	RF+0xa/8:3,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x2:1	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	ff9e526c092ef116	928	1	40@0x8115d:928	66@0x855ff:102,64@0x85059:102,340@0xbf435:100,215@0xa4609:99,297@0xb64d7:97,199@0xa0631:97	RF+0x170/4:3,RF+0xa/8:3,WF+0x23/4:2,IPADV+0x0:1,IPADV+0x2:1,RIP+0x0/2:1	IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	5b5bb5f66ecbe6c5	921	1	119@0x90ebc:921	28@0x7e390:190,64@0x85059:187,340@0xbf435:107,337@0xbec0e:99,297@0xb64d7:96,18@0x7be9b:96	RF+0xa/8:3,WF+0x23/4:2,RF+0x23/4:1,IPADV+0x2:1,RIP+0x2/2:1,IPADV+0x0:1	IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	EVVVV	-	11582d3e2967e560	802	1	208@0xa2361:802	307@0xb8064:225,114@0x90319:91,79@0x885b0:75,49@0x82820:74,340@0xbf435:66,297@0xb64d7:66	WF+0x23/4:13,RF+0x23/4:8,RF+0x170/4:5,WF+0x170/4:5,RF+0xa/8:3,RF+0x71/8:2	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVEVV	-	41a3fc785dc722bf	758	1	17@0x7bae9:758	300@0xb6c36:256,122@0x9170d:150,28@0x7e390:132,18@0x7be9b:31,92@0x8b8cb:31,200@0xa0a9e:30	WF+0x23/4:7,RF+0x170/4:5,RF+0x23/4:4,WF+0x170/4:4,RF+0xa/8:3,RF+0x0/8:3	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
central_or_long	+0xa	sampled	-	b5d75db3c8af3bf6	742	1	216@0xa4a61:742	310@0xb8556:552,169@0x9af18:190	RF+0xa/8:6,IPADV+0x0:2,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,IPADV+0x6:1	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
central_or_long	+0xa	sampled	-	d2ffd3225c84d40c	741	1	356@0xc291a:741	310@0xb8556:373,169@0x9af18:368	RF+0xa/8:7,IPADV+0x0:2,RF+0x60/8:2,RF+0x0/8:2,IPADV+0x3:2,RIP+0x3/2:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	079382c5a8c0a67b	695	1	99@0x8c99a:695	198@0xa037e:387,108@0x8f24b:153,173@0x9ba74:132,160@0x994cf:8,256@0xad849:7,144@0x95887:5	RF+0xa/8:3,RF+0x0/8:2,RF+0x60/8:2,WF+0x71/8:2,WF+0x0/8:1,WF+0x60/8:1	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	6e746d60d849aca0	675	2	281@0xb2db6:555,62@0x84aa3:120	269@0xb045b:257,253@0xacfb1:155,157@0x98a9a:93,307@0xb8064:13,322@0xbb3c9:11,292@0xb540f:9	WF+0x170/4:10,RF+0x81/8:7,RF+0xa/8:4,RF+0x23/4:4,WF+0x23/4:3,RF+0x194/1:3	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVVVE	-	92279b930010ac73	671	1	105@0x8e6b4:671	350@0xc1926:256,28@0x7e390:129,291@0xb4edd:72,140@0x94e5a:33,92@0x8b8cb:32,349@0xc140b:13	RF+0x71/8:3,RF+0x23/4:3,WF+0x23/4:3,WF+0x170/4:3,RF+0xa/8:3,RF+0x170/4:2	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	b6ead3c0e8138660	567	1	90@0x8b334:567	49@0x82820:257,260@0xae90b:64,140@0x94e5a:34,220@0xa522e:32,3@0x78c77:25,330@0xbc9b8:18	WF+0x170/4:9,RF+0x23/4:5,WF+0x23/4:2,RF+0xa/8:2,RF+0x0/8:1,IPADV+0x2:1	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
central_or_long	+0xa	sampled	-	6a14ecd54fe10a74	565	1	95@0x8c41c:565	169@0x9af18:374,310@0xb8556:188,86@0x8a37f:2,42@0x815ea:1	RF+0xa/8:7,IPADV+0x6:2,IPADV+0x4:2,RIP+0x4/2:2,IPADV+0x0:2,RIP+0x6/4:1	IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
central_or_long	+0xa	sampled	-	317b76e6900e9262	555	1	278@0xb2342:555	169@0x9af18:368,310@0xb8556:185,323@0xbb6e6:1,86@0x8a37f:1	RF+0xa/8:6,IPADV+0x4:2,IPADV+0x0:2,RF+0x0/8:2,WF+0x71/8:2,RF+0x23/4:2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	1a7fdca146ae9756	537	1	317@0xba1e2:537	154@0x97ce6:139,70@0x8610e:125,28@0x7e390:34,282@0xb3128:32,330@0xbc9b8:29,52@0x833c7:28	RF+0x23/4:11,WF+0x170/4:9,RF+0x81/8:4,WF+0x23/4:4,RF+0xa/8:2,IPADV+0x2:1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	833706270d29335c	503	1	349@0xc140b:503	17@0x7bae9:264,105@0x8e6b4:31,332@0xbd36d:26,282@0xb3128:25,28@0x7e390:17,200@0xa0a9e:15	WF+0x170/4:9,RF+0x170/4:8,RF+0x23/4:7,WF+0x23/4:6,RF+0x0/8:4,RF+0x81/8:3	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVCCV	b2=0x3d,b3=0x01	f8cee7f7773eb2b2	498	1	122@0x9170d:498	334@0xbdd18:155,316@0xb987b:112,258@0xadf2c:92,210@0xa2da3:59,145@0x95b5c:40,246@0xab427:14	RF+0xa/8:3,RF+0x60/8:2,RF+0x0/8:2,WF+0x170/4:2,WF+0x71/8:2,RF+0x71/8:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	23ae9031275f1981	479	1	291@0xb4edd:479	79@0x885b0:95,292@0xb540f:77,330@0xbc9b8:69,18@0x7be9b:68,48@0x82477:25,66@0x855ff:16	RF+0x23/4:6,WF+0x170/4:5,WF+0x23/4:5,RF+0x194/1:3,RF+0x170/4:2,RF+0x81/8:2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
sampled_backedge	-0x3c4	sampled	-	4a042b7983205ed0	447	1	316@0xb987b:447	165@0x9a24c:258,354@0xc2241:95,171@0x9b4b3:94	RF+0xa/8:4,WF+0xa/8:2,IPADV+0x8:1,RIP+0x8/2:1,IPADV+0xa:1,RIP+0xa/1:1	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add
exact	+0x3	CVV	b0=0x62	079382c5a8c0a67b	398	1	118@0x90c23:398	332@0xbd36d:256,217@0xa4b11:65,322@0xbb3c9:64,172@0x9b68a:3,114@0x90319:3,208@0xa2361:3	WF+0x23/4:5,RF+0x81/8:2,RF+0x23/4:2,RF+0x170/4:2,RF+0xa/8:2,RF+0x71/8:1	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add
central_or_long	+0xa	sampled	-	b89e81c56a6a12a1	384	1	311@0xb86f8:384	169@0x9af18:192,310@0xb8556:190,42@0x815ea:2	RF+0xa/8:6,RF+0x194/1:4,RF+0x81/8:4,WF+0x170/4:3,IPADV+0x0:2,RF+0x0/8:2	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	EEECC	b3=0x3d,b4=0x01	96361bbbef21b3e8	384	1	127@0x926c3:384	108@0x8f24b:256,144@0x95887:64,257@0xadbfd:64	RF+0xa/8:4,RF+0x194/1:2,RF+0x0/8:2,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CCEEV	b0=0x3d,b1=0x01	92279b930010ac73	341	1	201@0xa0dca:341	173@0x9ba74:257,256@0xad849:72,144@0x95887:4,160@0x994cf:4,198@0xa037e:2,257@0xadbfd:2	WF+0x170/4:10,RF+0x23/4:6,RF+0x0/8:4,RF+0x170/4:4,RF+0x81/8:3,WF+0x23/4:3	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVEVV	-	21372d20aa70b7c1	316	1	330@0xbc9b8:316	260@0xae90b:91,18@0x7be9b:68,140@0x94e5a:25,66@0x855ff:13,122@0x9170d:12,291@0xb4edd:10	WF+0x23/4:12,RF+0x170/4:10,RF+0x23/4:4,WF+0x170/4:4,RF+0x0/8:4,RF+0x81/8:3	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x4	VVVV	-	d43b5942ad5476c4	307	1	92@0x8b8cb:307	282@0xb3128:67,49@0x82820:31,17@0x7bae9:29,332@0xbd36d:26,3@0x78c77:26,18@0x7be9b:16	RF+0x170/4:5,WF+0x170/4:5,RF+0x23/4:4,RF+0x81/8:4,RF+0x0/8:4,WF+0x23/4:3	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
central_or_long	+0xa	sampled	-	de8d703ec64c4183	291	1	264@0xaf4cf:291	169@0x9af18:191,310@0xb8556:100	RF+0xa/8:20,IPADV+0x6:2,IPADV+0x4:2,RIP+0x4/2:2,IPADV+0x0:2,RF+0x0/8:2	IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVEVV	-	f8cee7f7773eb2b2	283	1	48@0x82477:283	239@0xa991e:31,317@0xba1e2:30,269@0xb045b:26,66@0x855ff:25,281@0xb2db6:18,297@0xb64d7:11	RF+0x23/4:8,WF+0x170/4:8,RF+0x71/8:5,WF+0x23/4:5,RF+0xa/8:3,RF+0x170/4:2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
sampled_backedge	-0x6d	sampled	-	4a042b7983205ed0	276	1	75@0x873fc:276	171@0x9b4b3:256,165@0x9a24c:16,354@0xc2241:4	RF+0xa/8:4,WF+0xa/8:2,IPADV+0x8:1,RIP+0x8/2:1,IPADV+0xa:1,RIP+0xa/1:1	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add
exact	+0x5	VVVVE	-	319f98700c785ece	269	1	282@0xb3128:269	280@0xb2661:64,220@0xa522e:27,90@0x8b334:21,199@0xa0631:13,140@0x94e5a:12,66@0x855ff:12	WF+0x23/4:5,RF+0x81/8:4,RF+0x23/4:4,RF+0xa/8:3,RF+0x0/8:2,RF+0x170/4:2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	CCCCC	b0=0x9e,b1=0xd4,b2=0xa9,b3=0x3d,b4=0x01	747719a0099b2aa5	256	1	107@0x8eef4:256	160@0x994cf:256	RF+0xa/8:4,RF+0x0/8:2,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2,WF+0x0/8:1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add
exact	+0x5	VVVVE	-	841feaa99de4d722	254	1	222@0xa5f3c:254	220@0xa522e:67,301@0xb708d:20,268@0xb0007:14,49@0x82820:13,28@0x7e390:12,43@0x8173d:11	RF+0x23/4:6,WF+0x170/4:6,WF+0x23/4:5,RF+0x194/1:4,RF+0x170/4:4,RF+0xa/8:3	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add
sampled_backedge	-0x51a4	sampled	-	4a042b7983205ed0	246	1	308@0xb837c:246	171@0x9b4b3:226,354@0xc2241:20	RF+0xa/8:3,WF+0xa/8:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add
