entry	target	observed_target	target_hits	tail_site	tail_reg	tail_distance	tail_site_hits	source_events	unique_vm_ips	top_ip_deltas	top_targets	top_sites	static_stop	insns	span_bytes	cond_jumps	jmps	calls	rets	frame_reads	frame_writes	ip_reads	table_reads	top_mnemonics
62	0x84aa3	1	36	0x84e1b	rax	0x378	36	36	11	+0x4:36	157@0x98a9a:16,307@0xb8064:13,66@0x855ff:1,200@0xa0a9e:1,297@0xb64d7:1	tail@0x84e1b:36	0x84e2b	194	903	1	2	0	0	0xa:2,0x81:2,0x23:1,0xbb:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x170:3,0x23:2,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:55,mov:46,sub:24,and:23,xor:22,or:18,movzx:2,jmp:2
63	0x84e1d	0	0	0x85056	r9	0x239	0	0	0				0x85066	126	584	2	2	0	0	0xa:8,0x81:1,0x199:1,0x10f:1,0x170:1,0x194:1	0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x7/2:1,+0x6/1:1,+0x9/2:1,+0x2/2:1	dyn/8:1	mov:42,add:37,xor:11,and:10,movzx:6,sub:6,or:6,cmp:2
64	0x85059	1	6175	0x8536e	r13	0x315	6177	6175	1191	+0x4:6175	199@0xa0631:609,28@0x7e390:584,215@0xa4609:410,18@0x7be9b:340,121@0x91379:277	tail@0x8536e:6175	0x8537e	170	801	2	1	0	0	0x23:4,0x170:3,0x0:3,0x194:2,0xa:2,0x81:1,0x71:1,0x10f:1	0x23:4,0x170:3,0x0:1,0x16f:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:59,add:55,xor:14,sub:13,and:11,or:8,cmp:5,je:2
65	0x85371	1	9	0x855fc	r13	0x28b	9	9	7	+0x4:9	199@0xa0631:2,43@0x8173d:2,215@0xa4609:1,28@0x7e390:1,64@0x85059:1	tail@0x855fc:9	0x8560c	155	667	0	1	0	0	0xa:2,0x170:2,0x23:2,0x81:2,0xbb:1,0x10f:1	0x23:2,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:43,mov:33,xor:24,sub:19,or:17,and:16,movzx:2,jmp:1
66	0x855ff	1	7189	0x859f9	r8	0x3fa	7189	7189	1176	+0x3:7189	337@0xbec0e:574,340@0xbf435:510,64@0x85059:477,123@0x91a59:464,189@0x9e7af:451	tail@0x859f9:7189	0x85a09	221	1031	4	4	0	0	0x81:7,0x170:5,0x0:3,0x23:2,0xa:2,0x194:1,0x10f:1	0x170:6,0x23:3,0x194:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:63,add:58,and:30,or:21,sub:18,xor:14,cmp:7,je:4
67	0x859fc	0	0	0x85b87	rax	0x18b	0	0	0				0x85b97	91	409	1	2	0	0	0xa:4,0x23:2,0x10f:1,0x170:1	0x170:4,0xa:1	+0x4/2:1,+0x6/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:32,add:30,or:7,and:5,sub:4,movzx:4,xor:3,jmp:2
68	0x85b89	0	0	0x85f22	rsi	0x399	0	0	0				0x85f32	210	936	6	1	0	0	0xa:5,0x60:2,0x0:2,0x23:2,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x23:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:57,add:54,and:23,xor:16,sub:16,or:14,cmp:6,jne:4
69	0x85f24	1	17	0x86763	r8	0x83f	697	0	0				0x86773	474	2127	10	3	0	1	0xa:14,0xbb:6,0x23:5,0x81:4,0x170:4,0x71:3,0x50:2,0x60:2,0x0:2,0x194:1,0x10f:1	0x23:6,0x170:5,0x71:2,0x1dc:1,0x60:1,0x0:1,0xa:1	+0x7/4:4,+0x0/1:2,+0x1/1:2,+0x2/1:2,+0x3/4:1,+0xb/2:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:144,add:140,or:41,xor:37,sub:33,and:29,pop:16,cmp:10
70	0x8610e	1	697	0x86763	r8	0x655	697	697	135	+0x5:697	108@0x8f24b:363,256@0xad849:90,198@0xa037e:63,144@0x95887:54,160@0x994cf:41	tail@0x86763:697	0x86773	354	1637	6	2	0	0	0x23:5,0x81:4,0x170:4,0x71:3,0xa:3,0x60:2,0x0:2,0x194:1,0x10f:1	0x23:6,0x170:5,0x71:2,0x60:1,0x0:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	add:98,mov:97,or:41,xor:37,sub:31,and:29,cmp:6,jne:4
71	0x86766	0	0	0x868bb	rsi	0x155	0	0	0				0x868cb	74	353	1	2	0	0	0xa:4,0x170:1,0x10f:1	0xa:1	+0x4/2:1,+0x6/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	add:25,mov:24,sub:6,movzx:4,or:4,and:3,jmp:2,xor:2
72	0x868bd	0	0	0x86be2	rdx	0x325	0	0	0				0x86bf2	183	819	2	2	0	0	0xa:8,0x199:1,0x81:1,0x10f:1,0x170:1	0x170:2,0xa:1	+0x9/2:2,+0x3/2:2,+0x7/2:1,+0x2/1:1,+0x5/2:1,+0x0/2:1	dyn/8:1	add:48,mov:47,xor:22,and:20,sub:17,or:15,movzx:6,cmp:2
73	0x86be4	0	0	0x86d40	r13	0x15c	0	0	0				0x86d50	80	364	1	2	0	0	0xa:4,0x10f:1,0x170:1	0x170:2,0xa:1	+0x4/2:1,+0x6/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:24,add:23,sub:7,xor:7,and:6,movzx:4,or:3,jmp:2
74	0x86d43	1	25	0x873fa	rsi	0x6b7	25	25	8	+0x5:25	160@0x994cf:9,352@0xc1ec4:5,108@0x8f24b:5,198@0xa037e:4,144@0x95887:1	tail@0x873fa:25	0x8740a	380	1734	7	2	0	0	0x170:6,0x0:4,0x71:3,0x81:3,0xa:3,0x23:2,0x194:2,0x60:2,0x10f:1	0x23:7,0x170:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:103,mov:90,sub:50,xor:44,and:37,or:31,cmp:9,jne:4
75	0x873fc	1	318	0x87c25	r14	0x829	271	271	9	-0x6d:255,+0x60:9,+0x30:2,+0x23e:1,+0x2aa5:1	171@0x9b4b3:256,165@0x9a24c:12,354@0xc2241:3	tail@0x87c25:271	0x87c35	442	2105	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:93,add:73,and:59,sub:51,or:51,xor:39,jne:25,cmp:23
76	0x87d17	0	0	0x8812f	rdi	0x418	0	0	0				0x8813f	234	1059	0	1	0	0	0x170:4,0x71:3,0x194:3,0x23:3,0xa:2,0x81:1,0x10f:1	0x23:5,0x170:4,0x16f:1,0x0:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	add:59,mov:53,sub:37,xor:34,and:28,or:21,movzx:1,jmp:1
77	0x88131	0	0	0x883be	rbx	0x28d	0	0	0				0x883ce	147	668	1	1	0	0	0xa:4,0x0:2,0x71:1,0x10f:1	0x71:2,0x0:1,0x23:1,0x170:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:40,add:40,sub:19,xor:16,or:12,and:11,cmp:2,movzx:2
78	0x883c0	1	6	0x88a55	r10	0x695	1337	1	1	+0xd:1	310@0xb8556:1	dispatch@0xc80b9:1	0x88a65	384	1701	7	3	0	1	0xa:15,0xbb:6,0x23:4,0x81:3,0x0:3,0x170:3,0x50:2,0x60:2,0x71:2,0x194:1,0x10f:1	0x170:8,0x71:2,0x1dc:1,0x60:1,0x23:1,0x0:1,0xa:1	+0x7/4:4,+0x0/1:2,+0x1/1:2,+0x3/4:1,+0x2/1:1,+0xb/2:1,+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:122,add:120,xor:31,or:26,sub:24,and:18,pop:16,cmp:9
79	0x885b0	1	1337	0x88a55	r10	0x4a5	1337	1337	243	+0x5:1337	257@0xadbfd:385,160@0x994cf:319,198@0xa037e:136,256@0xad849:125,108@0x8f24b:123	tail@0x88a55:1337	0x88a65	264	1205	3	2	0	0	0x23:4,0xa:4,0x81:3,0x0:3,0x170:3,0x60:2,0x71:2,0x194:1,0x10f:1	0x170:8,0x71:2,0x60:1,0x23:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:78,mov:75,xor:31,or:26,sub:22,and:18,cmp:5,je:3
80	0x88a58	1	13	0x8920b	r15	0x7b3	0	0	0				0x8921b	450	1987	10	3	0	1	0xa:14,0xbb:6,0x23:3,0x50:2,0x0:2,0x60:2,0x194:2,0x81:2,0x71:1,0x10f:1,0x170:1	0x170:6,0x71:2,0x1dc:1,0x0:1,0x60:1,0xa:1	+0x7/4:4,+0x0/1:2,+0x1/1:2,+0x3/4:1,+0x2/1:1,+0xb/2:1,+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:121,mov:119,and:51,xor:47,sub:41,or:21,pop:16,cmp:10
81	0x88c3f	0	0	0x8920b	r15	0x5cc	0	0	0				0x8921b	330	1500	6	2	0	0	0x23:3,0xa:3,0x0:2,0x60:2,0x194:2,0x81:2,0x71:1,0x10f:1,0x170:1	0x170:6,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:79,mov:72,and:51,xor:47,sub:39,or:21,cmp:6,jne:4
82	0x8920e	1	135	0x89478	r8	0x26a	135	135	7	+0x3:135	333@0xbd8af:65,99@0x8c99a:64,307@0xb8064:2,217@0xa4b11:2,168@0x9aa83:2	tail@0x89478:135	0x89488	136	634	5	4	0	0	0x81:3,0x23:3,0x71:2,0xa:2,0x170:2,0x0:1,0x10f:1	0x23:2,0x170:2,0xe1:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:43,add:42,and:11,xor:10,sub:8,cmp:6,or:6,je:5
83	0x8947b	1	714	0x89839	rdi	0x3be	714	714	255	+0x5:714	173@0x9ba74:147,160@0x994cf:134,108@0x8f24b:102,198@0xa037e:75,352@0xc1ec4:71	tail@0x89839:714	0x89849	206	973	4	3	0	0	0x81:3,0xa:3,0x0:2,0x60:2,0x23:2,0x170:2,0x71:1,0x10f:1	0x170:5,0x71:2,0x23:2,0x0:1,0x60:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	add:60,mov:57,sub:24,xor:18,or:16,and:15,cmp:5,je:4
84	0x8983b	0	0	0x89b35	rsi	0x2fa	0	0	0				0x89b45	179	777	5	1	0	0	0xa:4,0x0:3,0x170:2,0x194:1,0x23:1,0x71:1,0x10f:1	0x170:3,0x71:2,0x0:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:46,add:44,xor:17,and:16,sub:16,or:12,cmp:6,jne:4
85	0x89b37	1	1	0x8a37d	rdi	0x846	1	1	1	+0xd:1	64@0x85059:1	tail@0x8a37d:1	0x8a38d	466	2133	38	3	0	1	0xa:6,0x12:1,0xbb:1,0x10f:1,0x194:1	0x12:19,0x1dc:1,0xa:1	+0x6/2:1,+0x8/1:1,+0x0/4:1,+0x4/2:1,+0x9/2:1,+0xb/2:1	dyn/8:1	mov:107,add:89,and:60,or:43,xor:38,sub:37,jne:25,cmp:22
86	0x8a37f	1	5	0x8a49b	r8	0x11c	11	4	1	+0x4:4	310@0xb8556:4	tail@0x8a49b:4	0x8a4ab	63	297	0	1	0	0	0x194:1,0xa:1,0x10f:1	0xa:1	+0x0/2:1	dyn/8:1	add:24,mov:17,and:10,or:5,sub:3,xor:2,shl:1,jmp:1
87	0x8a49e	1	12	0x8aa11	r14	0x573	12	12	3	+0x5:12	257@0xadbfd:4,108@0x8f24b:4,256@0xad849:4	tail@0x8aa11:12	0x8aa21	296	1405	5	1	0	0	0x23:3,0x0:3,0xa:3,0x81:2,0x60:2,0x170:1,0x194:1,0x71:1,0x10f:1	0x170:7,0x71:2,0x23:1,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:81,add:75,and:42,or:29,xor:29,sub:21,cmp:6,jne:4
88	0x8aa14	1	145	0x8b026	rsi	0x612	145	145	9	+0x5:145	352@0xc1ec4:65,257@0xadbfd:64,173@0x9ba74:8,256@0xad849:6,108@0x8f24b:2	tail@0x8b026:145	0x8b036	337	1566	6	2	0	0	0x194:4,0x170:3,0x0:3,0xa:3,0x60:2,0x81:2,0x71:2,0x23:1,0x10f:1	0x170:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:79,add:64,xor:51,sub:42,or:40,and:39,cmp:7,jne:4
89	0x8b028	0	0	0x8b332	rcx	0x30a	0	0	0				0x8b342	174	793	3	3	0	0	0xa:8,0x199:1,0x81:1,0x10f:1,0x170:1,0x23:1	0x170:1,0xa:1	+0x1/2:2,+0x5/2:2,+0x3/2:1,+0x0/1:1,+0x7/2:1,+0x9/2:1	dyn/8:1	add:44,mov:42,or:25,xor:16,and:16,sub:14,movzx:6,cmp:3
90	0x8b334	1	441	0x8b6db	r12	0x3a7	441	441	59	+0x4:441	49@0x82820:257,260@0xae90b:64,330@0xbc9b8:16,28@0x7e390:11,66@0x855ff:10	tail@0x8b6db:441	0x8b6eb	204	950	0	1	0	0	0x23:5,0xa:2,0x0:1,0x170:1,0x194:1,0x10f:1,0x81:1	0x170:9,0x23:2,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:62,mov:59,or:26,sub:20,and:17,xor:16,movzx:2,cmp:1
91	0x8b6de	1	546	0x8b8c9	rdx	0x1eb	546	546	200	+0x4:546	258@0xadf2c:42,340@0xbf435:41,79@0x885b0:34,83@0x8947b:32,337@0xbec0e:32	tail@0x8b8c9:546	0x8b8d9	113	506	1	2	0	0	0x170:3,0xa:2,0x71:2,0x81:1,0x0:1,0x10f:1,0x23:1	0x23:1,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:31,add:29,xor:16,and:14,sub:12,or:4,cmp:2,jmp:2
92	0x8b8cb	1	158	0x8bcec	r13	0x421	158	158	54	+0x4:158	282@0xb3128:67,215@0xa4609:8,48@0x82477:7,18@0x7be9b:7,28@0x7e390:6	tail@0x8bcec:158	0x8bcfc	233	1070	5	4	0	0	0x170:5,0x23:4,0x81:4,0x0:4,0xa:2,0x10f:1	0x170:5,0x23:3,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:62,add:61,xor:25,and:23,or:23,sub:19,cmp:9,je:5
93	0x8bcef	0	0	0x8c41a	rbx	0x72b	74	0	0				0x8c42a	414	1847	6	1	0	1	0x170:6,0xa:5,0x0:4,0x23:3,0x194:3,0x60:2,0x71:2,0xbb:1,0x81:1,0x10f:1	0x23:5,0x170:4,0x71:2,0x1dc:1,0x60:1,0x0:1,0xa:1	+0x2/4:1,+0x0/2:1,+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:101,add:96,or:53,xor:45,and:44,sub:36,pop:16,cmp:8
94	0x8bd69	1	74	0x8c41a	rbx	0x6b1	74	74	4	+0x5:74	173@0x9ba74:68,160@0x994cf:3,144@0x95887:3	tail@0x8c41a:74	0x8c42a	377	1725	6	1	0	0	0x170:6,0x0:4,0x23:3,0x194:3,0xa:3,0x60:2,0x71:2,0x81:1,0x10f:1	0x23:5,0x170:4,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:89,add:88,or:53,xor:45,and:44,sub:36,cmp:8,jne:4
95	0x8c41c	1	118	0x8c5b7	rdi	0x19b	0	95	15	+0xa:92,+0x2341b:2,+0x1d02e:1	169@0x9af18:61,310@0xb8556:31,86@0x8a37f:2,42@0x815ea:1	dispatch@0xcdac7:81,dispatch@0xc80b9:14	0x8c5c7	103	425	1	2	0	1	0xa:7,0xbb:2,0x10f:1	0x1dc:1,0x170:1,0xa:1	+0x4/2:2,+0x6/4:1,+0x0/4:1,+0x6/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:38,add:32,pop:16,movzx:4,and:3,jmp:2,xor:2,popfq:1
96	0x8c4cf	0	0	0x8c5b7	rdi	0xe8	0	0	0				0x8c5c7	55	246	1	2	0	0	0xa:4,0x10f:1	0x170:1,0xa:1	+0x6/2:1,+0x2/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	mov:20,add:19,movzx:4,and:3,jmp:2,xor:2,push:1,pop:1
97	0x8c5b9	0	0	0x8c8e9	r11	0x330	0	0	0				0x8c8f9	174	829	4	1	0	0	0xa:3,0x60:2,0x0:2,0x194:2,0x23:1,0x71:1,0x10f:1,0x170:1	0x170:2,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:51,add:42,and:19,or:16,sub:15,xor:13,cmp:4,jne:3
98	0x8c8ec	0	0	0x8cc7f	rax	0x393	531	0	0				0x8cc8f	207	930	3	1	0	1	0xa:6,0x0:2,0x60:2,0xbb:1,0x81:1,0xe1:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x1dc:1,0x0:1,0x60:1,0x170:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:64,add:57,xor:19,pop:16,and:14,sub:13,or:10,movzx:4
99	0x8c99a	1	531	0x8cc7f	rax	0x2e5	531	531	15	+0x5:531	198@0xa037e:384,173@0x9ba74:129,256@0xad849:6,160@0x994cf:4,108@0x8f24b:3	tail@0x8cc7f:531	0x8cc8f	159	756	3	1	0	0	0xa:3,0x0:2,0x60:2,0x81:1,0xe1:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x60:1,0x170:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:45,add:45,xor:19,and:14,sub:13,or:10,movzx:4,cmp:3
100	0x8cc81	0	0	0x8ceb2	rdi	0x231	0	0	0				0x8cec2	124	572	2	2	0	0	0xa:8,0x170:2,0x0:1,0x199:1,0x10f:1	0x170:1,0xa:1	+0x0/2:2,+0x2/2:2,+0x6/2:1,+0x8/1:1,+0x4/2:1,+0x9/2:1	dyn/8:1	add:40,mov:37,and:12,sub:8,xor:7,movzx:6,or:5,cmp:3
101	0x8ceb4	1	1	0x8d71b	rcx	0x867	1	1	1	+0xd:1	199@0xa0631:1	tail@0x8d71b:1	0x8d72b	477	2165	38	3	0	1	0xa:6,0x12:1,0xbb:1,0x10f:1,0x170:1	0x12:19,0x1dc:1,0x170:1,0xa:1	+0x6/2:1,+0x8/1:1,+0x0/4:1,+0x4/2:1,+0x9/2:1,+0xb/2:1	dyn/8:1	mov:100,add:88,and:77,xor:46,sub:39,or:35,jne:25,cmp:22
102	0x8d71d	1	65	0x8df99	r11	0x87c	64	64	1	+0xd:64	268@0xb0007:64	tail@0x8df99:64	0x8dfa9	466	2187	38	3	0	1	0xa:6,0x12:1,0xbb:1,0x10f:1,0x170:1	0x12:19,0x1dc:1,0xa:1	+0x6/2:1,+0x8/1:1,+0x0/4:1,+0x4/2:1,+0x9/2:1,+0xb/2:1	dyn/8:1	mov:102,add:90,and:66,sub:45,xor:36,or:35,jne:25,cmp:22
103	0x8df9c	0	0	0x8e2ed	rcx	0x351	0	0	0				0x8e2fd	193	863	5	1	0	0	0xa:4,0x0:2,0x60:2,0x81:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x60:1,0x170:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:48,add:43,xor:25,and:19,or:16,sub:14,cmp:5,jne:4
104	0x8e2ef	0	0	0x8e6b2	rsi	0x3c3	0	0	0				0x8e6c2	208	975	6	1	0	0	0x23:3,0xa:3,0x60:2,0x0:2,0x194:1,0x71:1,0x10f:1,0x170:1	0x23:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:58,add:53,sub:21,xor:20,and:19,or:15,cmp:6,jne:3
105	0x8e6b4	1	414	0x8eb77	rdx	0x4c3	414	414	53	+0x5:414	350@0xc1926:256,291@0xb4edd:71,317@0xba1e2:7,18@0x7be9b:6,254@0xad32c:5	tail@0x8eb77:414	0x8eb87	261	1230	5	1	0	0	0x71:3,0x23:3,0xa:3,0x170:2,0x81:1,0x0:1,0x194:1,0x10f:1	0x23:3,0x170:3,0x16f:1,0x0:1,0xa:1	+0x0/2:1,+0x4/1:1,+0x2/2:1	dyn/8:1	add:67,mov:58,or:36,and:33,sub:28,xor:25,cmp:6,jne:4
106	0x8eb79	0	0	0x8eef1	r9	0x378	0	0	0				0x8ef01	196	904	4	1	0	0	0xa:3,0x0:2,0x60:2,0x194:1,0x71:1,0x10f:1	0x71:2,0x0:1,0x60:1,0x23:1,0x170:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	add:51,mov:48,xor:22,sub:20,or:19,and:18,cmp:4,jne:3
107	0x8eef4	1	256	0x8f248	r9	0x354	256	256	1	+0x5:256	160@0x994cf:256	tail@0x8f248:256	0x8f258	202	868	5	1	0	0	0xa:4,0x0:2,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x23:1,0x170:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	add:51,mov:44,sub:23,and:23,or:18,xor:16,cmp:5,jne:4
108	0x8f24b	1	2430	0x8f6cf	rcx	0x484	2430	2430	418	+0x2:2430	337@0xbec0e:310,333@0xbd8af:290,215@0xa4609:283,307@0xb8064:161,208@0xa2361:128	tail@0x8f6cf:2430	0x8f6df	244	1171	8	2	0	0	0x71:3,0x194:3,0x23:3,0x81:2,0x0:1,0x16f:1,0xa:1,0x10f:1,0x170:1	0x170:3,0x23:3,0xa:1	+0x0/2:1	dyn/8:1	mov:62,add:54,xor:35,sub:26,and:24,or:23,cmp:9,jne:4
109	0x8f6d1	0	0	0x8f831	r8	0x160	0	0	0				0x8f841	77	365	1	2	0	0	0xa:4,0x194:1,0x10f:1,0x170:1	0x170:1,0xa:1	+0x2/2:1,+0x6/2:1,+0x4/2:1,+0x0/2:1	dyn/8:1	mov:25,add:22,or:7,sub:6,movzx:4,and:4,xor:3,jmp:2
110	0x8f834	0	0	0x8faea	rdi	0x2b6	0	0	0				0x8fafa	164	709	1	1	0	1	0xa:5,0x0:3,0x170:2,0xbb:1,0x71:1,0x10f:1	0x170:2,0x71:2,0x1dc:1,0x0:1,0xa:1	+0x2/4:1,+0x0/2:1,+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:51,add:43,pop:16,xor:15,sub:11,and:10,or:7,cmp:3
111	0x8f8ae	0	0	0x8faea	rdi	0x23c	0	0	0				0x8fafa	127	587	1	1	0	0	0x0:3,0xa:3,0x170:2,0x71:1,0x10f:1	0x170:2,0x71:2,0x0:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:39,add:35,xor:15,sub:11,and:10,or:7,cmp:3,movzx:2
112	0x8faec	0	0	0x9026c	r9	0x780	0	0	0				0x9027c	416	1933	5	1	0	0	0x170:5,0x194:4,0x23:4,0x0:3,0xa:3,0x60:2,0x81:1,0x71:1,0x10f:1	0x170:6,0x23:5,0x71:2,0x0:1,0x60:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:105,add:101,xor:50,or:50,and:46,sub:45,cmp:6,jne:4
113	0x9026f	0	0	0x90893	rdi	0x624	7732	0	0				0x908a3	350	1587	5	2	0	1	0x23:8,0x170:7,0xa:5,0x81:3,0x0:3,0x194:2,0xbb:1,0x71:1,0x10f:1	0x23:11,0x170:7,0x1dc:1,0x0:1,0x16f:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:106,add:97,and:31,sub:31,or:26,xor:25,pop:15,cmp:8
114	0x90319	1	7722	0x90893	rdi	0x57a	7732	7722	1229	+0x4:7722	66@0x855ff:693,185@0x9d964:560,199@0xa0631:534,158@0x99029:402,268@0xb0007:342	tail@0x90893:7722	0x908a3	303	1417	5	2	0	0	0x23:8,0x170:7,0x81:3,0x0:3,0x194:2,0xa:2,0x71:1,0x10f:1	0x23:11,0x170:7,0x0:1,0x16f:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:88,add:85,and:31,sub:31,or:26,xor:25,cmp:8,je:5
115	0x90895	0	0	0x90a18	r12	0x183	0	0	0				0x90a28	92	403	1	2	0	0	0xa:5,0x23:2,0x170:1,0x0:1,0x10f:1	0x170:3,0xa:1	+0x2/2:1,+0x0/2:1,+0x4/2:1,+0x6/2:1	dyn/8:1	mov:30,add:28,and:8,xor:7,movzx:4,sub:4,or:4,cmp:2
116	0x90a1b	0	0	0x90c21	rax	0x206	58	0	0				0x90c31	127	533	3	3	0	1	0xa:4,0x10f:1	0xa:2,0x1dc:1	+0x0/4:2,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:33,add:26,pop:17,and:13,xor:9,sub:8,cmp:3,je:3
117	0x90acd	1	58	0x90c21	rax	0x154	58	58	11	-0x40:32,-0xbc1:9,-0x584:6,-0x2ce:5,-0x767:4	165@0x9a24c:39,354@0xc2241:16,171@0x9b4b3:3	tail@0x90c21:58	0x90c31	73	355	1	2	0	0	0xa:2,0x10f:1	0xa:2	+0x0/2:1,+0x4/4:1	dyn/8:1	mov:19,add:16,and:13,xor:9,sub:8,or:3,jmp:2,shl:1
118	0x90c23	1	390	0x90eb9	r11	0x296	390	390	6	+0x3:390	332@0xbd36d:256,322@0xbb3c9:64,217@0xa4b11:64,172@0x9b68a:3,208@0xa2361:2	tail@0x90eb9:390	0x90ec9	141	678	3	2	0	0	0x81:2,0x23:2,0x170:2,0xa:2,0x71:1,0x194:1,0x0:1,0x10f:1	0x23:5,0xe1:1,0x170:1,0xa:1	+0x0/1:1,+0x1/2:1	dyn/8:1	mov:37,add:36,sub:16,and:16,xor:13,or:13,cmp:4,je:3
119	0x90ebc	1	243	0x91067	r11	0x1ab	243	243	47	+0x6:243	347@0xc088d:70,64@0x85059:29,28@0x7e390:28,340@0xbf435:26,337@0xbec0e:19	tail@0x91067:243	0x91077	95	440	1	1	0	0	0xa:3,0x23:1,0x10f:1,0x170:1	0x23:2,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	add:27,mov:21,sub:13,or:13,and:8,xor:6,movzx:3,cmp:1
120	0x9106a	0	0	0x91377	rbx	0x30d	0	0	0				0x91387	174	796	2	2	0	0	0xa:8,0x71:1,0x199:1,0x10f:1	0x23:1,0x170:1,0xa:1	+0x4/2:2,+0x6/2:2,+0x9/2:1,+0x8/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:50,mov:49,or:23,sub:15,and:13,xor:10,movzx:6,cmp:2
121	0x91379	1	737	0x9170b	rdx	0x392	740	737	131	+0x4:737	307@0xb8064:271,91@0x8b6de:68,168@0x9aa83:65,180@0x9cf32:55,183@0x9d495:48	tail@0x9170b:737	0x9171b	209	929	0	1	0	0	0x170:4,0x71:3,0x23:2,0x194:2,0xa:2,0x81:1,0x0:1,0x10f:1	0x170:3,0x23:1,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:69,mov:48,xor:35,sub:24,and:18,or:11,movzx:2,cmp:1
